ID,Month,Day,Year,CaptureTime,ReleaseTime,BandNumber,Species,Age,Sex,Wing,Weight,Culmen,Hallux,Tail,CaptureDateTime
733,10,3,2002,9:58,NA,1177-04714,RT,I,U,386,955,27.9,30.4,226,2002-10-03T09:58:00Z
734,10,4,2002,9:53,NA,803-05940,SS,A,F,193,190,13.1,14.9,145,2002-10-04T09:53:00Z
735,10,4,2002,15:15,NA,2003-99346,SS,A,F,203,180,13.8,14.7,156,2002-10-04T15:15:00Z
736,10,5,2002,8:34,NA,1142-19264,SS,A,M,159,90,10,11.5,130,2002-10-05T08:34:00Z
737,10,5,2002,9:59,NA,1142-19265,SS,I,M,163,100,9.8,11.7,130,2002-10-05T09:59:00Z
738,10,5,2002,10:34,NA,2003-99348,SS,A,M,191,190,12.4,14.8,147,2002-10-05T10:34:00Z
739,10,5,2002,13:08,NA,1142-19266,SS,I,M,166,105,10.3,12,141,2002-10-05T13:08:00Z
740,10,5,2002,13:30,NA,1177-04715,RT,I,U,361,1030,27,30.5,231,2002-10-05T13:30:00Z
741,10,5,2002,14:27,NA,1705-37416,CH,A,F,260,565,19.7,25.1098976109215,205,2002-10-05T14:27:00Z
742,10,6,2002,9:48,NA,804-00205,CH,A,M,234,380,12.4,21.9,192,2002-10-06T09:48:00Z
743,10,6,2002,10:43,NA,1177-04716,RT,I,U,377,1040,28.1,30.9,225,2002-10-06T10:43:00Z
744,10,6,2002,12:03,NA,1807-53137,RT,I,U,361,910,24.3,27.5,205,2002-10-06T12:03:00Z
745,10,6,2002,12:34,NA,1177-04717,RT,I,U,375,1005,26,32.5,226,2002-10-06T12:34:00Z
746,10,6,2002,14:56,NA,2003-99349,SS,I,F,193,180,11.9,14.3,156,2002-10-06T14:56:00Z
747,10,7,2002,9:40,NA,803-05941,SS,I,F,196,175,12.4,15.6,153,2002-10-07T09:40:00Z
748,10,7,2002,13:25,NA,1142-19267,SS,I,M,159,105,9.8,11,131,2002-10-07T13:25:00Z
749,10,7,2002,13:25,NA,1213-58908,SS,I,F,192,190,11.8,14.2,155,2002-10-07T13:25:00Z
750,10,7,2002,13:29,NA,1207-72670,RT,I,U,401,1250,28.2,35.3,230,2002-10-07T13:29:00Z
751,10,8,2002,14:40,NA,2003-99350,SS,I,F,198,185,12.6,15.2,165,2002-10-08T14:40:00Z
752,10,10,2002,11:36,NA,1177-04718,RT,I,U,407,1275,27.5,33.7,238,2002-10-10T11:36:00Z
753,10,10,2002,12:46,NA,1142-19268,SS,I,M,162,105,9.8,12.5,132,2002-10-10T12:46:00Z
754,10,11,2002,11:23,NA,2206-35435,CH,A,F,169,640,16.7,23.6,233,2002-10-11T11:23:00Z
755,10,11,2002,14:50,NA,1142-19269,SS,I,M,168,100,10.5,10.7,135,2002-10-11T14:50:00Z
756,10,13,2002,9:38,NA,1142-19270,SS,A,M,168,105,10.7,11.6,134,2002-10-13T09:38:00Z
757,10,13,2002,10:00,NA,804-00206,CH,A,M,223,390,15.9,20.6,181,2002-10-13T10:00:00Z
758,10,13,2002,10:42,NA,1177-04719,RT,I,U,375,1030,26.9,31.3,217,2002-10-13T10:42:00Z
759,10,13,2002,11:33,NA,1177-04720,RT,A,U,406,1290,29.3,33.3,227,2002-10-13T11:33:00Z
760,10,14,2002,9:50,NA,1177-04721,RT,I,U,386,1020,26.9,31.6,230,2002-10-14T09:50:00Z
761,10,14,2002,10:14,NA,1142-19271,SS,A,M,160,105,9.9,11.4,136,2002-10-14T10:14:00Z
762,10,14,2002,12:59,NA,1177-04722,RT,I,U,378,1055,26.5,29.9,217,2002-10-14T12:59:00Z
763,10,14,2002,14:16,NA,803-05942,SS,A,F,193,185,12.3,14.8,154,2002-10-14T14:16:00Z
764,10,17,2002,9:46,NA,1177-04723,RT,I,U,379,1010,25,29.3,216,2002-10-17T09:46:00Z
765,10,18,2002,10:00,NA,1177-04724,RT,I,U,364,1015,24.9,29.5,215,2002-10-18T10:00:00Z
766,10,18,2002,12:50,NA,1177-04725,RT,A,U,350,1115,29.5,30.3,199,2002-10-18T12:50:00Z
767,10,18,2002,13:10,NA,1207-7267,RT,I,U,380,1320,26.7,31.6,210,2002-10-18T13:10:00Z
768,10,19,2002,10:34,NA,1207-72672,RT,A,U,395,1180,30.3,33.4,217,2002-10-19T10:34:00Z
769,10,19,2002,11:22,NA,1177-04726,RT,I,U,372,1145,25.9,32.2,212,2002-10-19T11:22:00Z
770,10,19,2002,13:22,NA,1177-04727,RT,I,U,376,995,28,30.2,223,2002-10-19T13:22:00Z
771,10,20,2002,13:24,NA,1177-04728,RT,I,U,367,1045,26.1,30.5,215,2002-10-20T13:24:00Z
772,10,21,2002,11:05,NA,1204-5874,CH,I,M,230,340,16,19.5,196,2002-10-21T11:05:00Z
773,10,21,2002,13:55,NA,1807-53138,RT,I,U,366,935,25.7,27.1,218,2002-10-21T13:55:00Z
774,10,23,2002,12:56,NA,1177-04729,RT,I,U,386,1065,26.1,31,221,2002-10-23T12:56:00Z
775,10,26,2002,12:45,NA,1177-04730,RT,I,U,375,1110,27.7,31.3,215,2002-10-26T12:45:00Z
776,10,30,2002,10:30,NA,2003-99351,SS,I,F,199,190,12,15.2,163,2002-10-30T10:30:00Z
777,10,30,2002,12:40,NA,1177-04731,RT,A,U,405,1255,27.9,31.8,218,2002-10-30T12:40:00Z
778,10,31,2002,10:18,NA,1177-04732,RT,A,U,371,1015,24.9,28.4,204,2002-10-31T10:18:00Z
779,10,31,2002,12:00,NA,2003-99352,SS,I,F,193,190,12.2,15.2,151,2002-10-31T12:00:00Z
780,10,31,2002,12:15,NA,1177-04733,RT,I,U,350,960,26.6,29.9,218,2002-10-31T12:15:00Z
781,10,31,2002,13:20,NA,2003-99353,SS,I,F,193,200,11.3,13.5,155,2002-10-31T13:20:00Z
782,11,1,2002,10:50,NA,1177-04734,RT,A,U,368,1090,27.3,30.4,216,2002-11-01T10:50:00Z
783,11,2,2002,10:34,NA,2003-99354,SS,I,M,185,170,12,14.7,156,2002-11-02T10:34:00Z
784,11,2,2002,10:48,NA,1177-04735,RT,I,U,372,1085,25.4,29.8,220,2002-11-02T10:48:00Z
785,11,2,2002,11:00,NA,1177-04736,RT,I,U,396,1065,27.7,30,230,2002-11-02T11:00:00Z
786,11,2,2002,11:18,NA,1177-04737,RT,I,U,365,1125,26.9,29.3,213,2002-11-02T11:18:00Z
787,11,3,2002,11:36,NA,1177-04738,RT,I,U,374,1050,25.5,30.3,220,2002-11-03T11:36:00Z
788,11,4,2002,9:33,NA,1705-24644,CH,I,F,253,525,19.5,23.5,213,2002-11-04T09:33:00Z
789,11,6,2002,12:06,NA,1177-04739,RT,I,U,372,980,26.4,29,215,2002-11-06T12:06:00Z
790,11,6,2002,14:06,NA,1177-04740,RT,I,U,376,1180,24.4,30.7,214,2002-11-06T14:06:00Z
791,11,7,2002,10:20,NA,1142-19272,SS,I,M,166,115,9.9,11.6,136,2002-11-07T10:20:00Z
792,11,7,2002,11:58,NA,1177-04741,RT,I,U,369,1095,26.6,28.4,215,2002-11-07T11:58:00Z
793,11,7,2002,12:28,NA,1207-72673,RT,A,U,391,1330,26.8,30.1,217,2002-11-07T12:28:00Z
794,11,7,2002,12:59,NA,2003-99355,SS,I,F,193,185,12.1,14.9,158,2002-11-07T12:59:00Z
795,11,8,2002,11:45,NA,1177-0472,RT,A,U,397,1100,22.1,28.8,219,2002-11-08T11:45:00Z
796,11,8,2002,14:29,NA,1177-0473,RT,I,U,366,1115,27.1,21,215,2002-11-08T14:29:00Z
797,11,10,2002,11:35,NA,1207-72674,RT,A,U,385,1400,30.3,33.3,211,2002-11-10T11:35:00Z
798,11,10,2002,12:35,NA,1177-0744,RT,I,U,400,1175,27.6,32.6,234,2002-11-10T12:35:00Z
799,11,11,2002,11:48,NA,2003-99356,SS,I,F,198,185,11.8,15.1,161,2002-11-11T11:48:00Z
800,9,5,2003,10:38,NA,1177-0745,RT,A,U,365,970,25.9,31.6,208,2003-09-05T10:38:00Z
801,9,14,2003,10:18,NA,2003-99357,SS,I,F,194,170,11.6,14,153,2003-09-14T10:18:00Z
802,9,16,2003,10:15,NA,803-05943,SS,I,F,195,175,12,15.6,152,2003-09-16T10:15:00Z
803,9,16,2003,10:57,NA,2003-99358,SS,I,F,200,165,11.5,14.5,163,2003-09-16T10:57:00Z
804,9,16,2003,12:55,NA,1207-72675,RT,I,U,384,1260,28.6,32.5,226,2003-09-16T12:55:00Z
805,9,17,2003,9:40,NA,1142-19273,SS,I,M,159,110,9.9,11.1,125,2003-09-17T09:40:00Z
806,9,18,2003,10:17,NA,1142-19274,SS,I,M,161,100,9.3,11.5,134,2003-09-18T10:17:00Z
807,9,18,2003,10:17,NA,2003-99359,SS,I,F,191,190,12.3,14.8,162,2003-09-18T10:17:00Z
808,9,18,2003,11:55,NA,1204-45879,CH,I,M,216,305,16,20.4,185,2003-09-18T11:55:00Z
809,9,18,2003,13:50,NA,1705-37417,CH,I,F,256,510,18.8,23.3,212,2003-09-18T13:50:00Z
810,9,19,2003,10:59,NA,1142-19275,SS,I,M,161,90,9.5,11.3,123,2003-09-19T10:59:00Z
811,9,20,2003,12:04,NA,1207-99560,RT,A,U,396,1195,27,23.8,228,2003-09-20T12:04:00Z
812,9,20,2003,13:35,NA,1177-04746,RT,I,U,391,1035,27.9,33.1,221,2003-09-20T13:35:00Z
813,9,20,2003,14:12,NA,1142-19276,SS,I,M,160,90,8.8,11.4,131,2003-09-20T14:12:00Z
814,9,21,2003,9:52,NA,2003-99360,SS,I,M,183,160,12.7,14.6,143,2003-09-21T09:52:00Z
815,9,22,2003,14:21,NA,1142-19277,SS,I,M,156,85,9.7,11,129,2003-09-22T14:21:00Z
816,9,23,2003,10:44,NA,1207-72676,RT,I,U,393,1155,28.3,30.9,223,2003-09-23T10:44:00Z
817,9,23,2003,11:16,NA,1207-72677,RT,I,U,397,1260,27.8,32.9,232,2003-09-23T11:16:00Z
818,9,23,2003,13:13,NA,1142-19278,SS,I,M,159,95,8.9,10.4,125,2003-09-23T13:13:00Z
819,9,23,2003,14:00,NA,1705-37418,CH,I,F,255,440,18.6,22.8,214,2003-09-23T14:00:00Z
820,9,24,2003,9:35,NA,2003-99362,SS,I,M,197,175,10,14.9,150,2003-09-24T09:35:00Z
821,9,24,2003,9:53,NA,1204-45880,CH,I,M,218,295,16.1,19.4,183,2003-09-24T09:53:00Z
822,9,25,2003,9:49,NA,2003-99363,SS,I,F,196,160,12.6,14.5,158,2003-09-25T09:49:00Z
823,9,25,2003,13:08,NA,1177-04747,RT,I,U,384,1010,26.8,31.1,230,2003-09-25T13:08:00Z
824,9,25,2003,13:30,NA,1177-04748,RT,I,U,385,990,26,29.6,225,2003-09-25T13:30:00Z
825,9,26,2003,10:19,NA,2003-99364,SS,I,M,181,150,11.4,14.3,141,2003-09-26T10:19:00Z
826,9,26,2003,11:27,NA,1204-45881,CH,I,M,225,300,16,20.1,183,2003-09-26T11:27:00Z
827,9,17,2003,9:18,NA,1177-04749,RT,I,U,379,945,24.5,31.3,224,2003-09-17T09:18:00Z
828,9,27,2003,10:10,NA,2003-99365,SS,I,F,201,188,11.7,14.9,162,2003-09-27T10:10:00Z
829,9,28,2003,9:36,NA,1142-19279,SS,I,M,161,95,10.6,11.5,131,2003-09-28T09:36:00Z
830,9,28,2003,10:11,NA,1705-37419,CH,A,M,230,330,15.7,19.4,188,2003-09-28T10:11:00Z
831,9,28,2003,12:12,NA,1142-19280,SS,I,M,159,95,9.9,11.2,132,2003-09-28T12:12:00Z
832,9,29,2003,11:20,NA,1177-04750,RT,I,U,367,970,26.4,30.5,215,2003-09-29T11:20:00Z
833,9,29,2003,12:02,NA,1207-72678,RT,I,U,396,1240,28.9,32.8,237,2003-09-29T12:02:00Z
834,9,29,2003,12:58,NA,1142-19281,SS,I,M,157,105,10,11.5,133,2003-09-29T12:58:00Z
835,9,29,2003,13:51,NA,2003-99366,SS,I,F,191,165,11.5,14.9,156,2003-09-29T13:51:00Z
836,9,29,2003,14:47,NA,2003-99367,SS,I,F,191,170,12.1,15.1,163,2003-09-29T14:47:00Z
837,9,29,2003,15:15,NA,1142-19282,SS,I,M,168,100,10.2,11.9,134,2003-09-29T15:15:00Z
838,9,29,2003,15:55,NA,1207-72679,RT,I,U,428,1290,28.4,33.9,253,2003-09-29T15:55:00Z
839,9,30,2003,12:05,NA,1705-37420,CH,A,F,252,470,19.5,28.4,211,2003-09-30T12:05:00Z
840,9,30,2003,12:53,NA,2003-99368,SS,A,F,192,175,11.7,14.2,160,2003-09-30T12:53:00Z
841,9,30,2003,13:22,NA,2003-99369,SS,A,F,195,195,13.6,14,158,2003-09-30T13:22:00Z
842,10,1,2003,10:07,NA,1204-45882,CH,A,M,233,335,16.3,21.3,187,2003-10-01T10:07:00Z
843,10,1,2003,11:53,NA,1177-04751,RT,A,U,364,1150,26.1,28.2,196,2003-10-01T11:53:00Z
844,10,1,2003,13:40,NA,1177-04752,RT,I,U,370,960,25.4,30.4,217,2003-10-01T13:40:00Z
845,10,1,2003,14:30,NA,1207-72680,RT,I,U,400,1130,28.3,29.4,227,2003-10-01T14:30:00Z
846,10,3,2003,9:18,NA,1177-04753,RT,I,U,375,925,25.4,28.6,220,2003-10-03T09:18:00Z
847,10,3,2003,14:43,NA,1207-72681,RT,I,U,398,1205,27.6,33.4,227,2003-10-03T14:43:00Z
848,10,4,2003,11:04,NA,1177-04754,RT,I,U,385,1040,27.2,31.5,238,2003-10-04T11:04:00Z
849,10,4,2003,11:58,NA,1142-19283,SS,I,M,156,100,9.9,11.2,122,2003-10-04T11:58:00Z
850,10,4,2003,12:46,NA,1204-45883,CH,I,M,230,335,16.3,19.7,201,2003-10-04T12:46:00Z
851,10,5,2003,10:58,NA,1204-45884,CH,I,M,220,335,16.2,20,185,2003-10-05T10:58:00Z
852,10,6,2003,14:12,NA,1142-19284,SS,I,M,163,105,10.3,11.7,137,2003-10-06T14:12:00Z
853,10,7,2003,10:46,NA,1807-53139,RT,I,U,376,860,25.6,30,220,2003-10-07T10:46:00Z
854,10,7,2003,11:17,NA,1177-04755,RT,I,U,360,935,25.8,30,212,2003-10-07T11:17:00Z
855,10,7,2003,11:42,NA,1177-04756,RT,A,U,372,1010,24.3,29,197,2003-10-07T11:42:00Z
856,10,7,2003,11:58,NA,1207-72682,RT,I,U,400,1285,29.7,33.5,230,2003-10-07T11:58:00Z
857,10,7,2003,12:10,NA,2003-99370,SS,A,F,194,210,13,14.5,147,2003-10-07T12:10:00Z
858,10,7,2003,12:49,NA,1807-53140,RT,I,U,370,830,23.6,27.8,233,2003-10-07T12:49:00Z
859,10,8,2003,10:31,NA,1142-19285,SS,I,M,160,95,10.2,11.2,135,2003-10-08T10:31:00Z
860,10,8,2003,11:08,NA,1207-72683,RT,I,U,403,1350,28,32.8,140,2003-10-08T11:08:00Z
861,10,8,2003,12:28,NA,1177-04757,RT,I,U,375,1010,25,30.8,218,2003-10-08T12:28:00Z
862,10,8,2003,14:48,NA,1177-04758,RT,I,U,373,960,27.7,32.5,222,2003-10-08T14:48:00Z
863,10,10,2003,11:43,NA,1177-04759,RT,I,U,385,1370,26.4,29.2,233,2003-10-10T11:43:00Z
864,10,12,2003,10:10,NA,2003-99371,SS,I,F,143,170,12.8,13.9,159,2003-10-12T10:10:00Z
865,10,12,2003,11:30,NA,1142-19286,SS,I,M,162,100,8.7,11.4,136,2003-10-12T11:30:00Z
866,10,12,2003,12:10,NA,1207-72684,RT,I,U,392,1250,28.6,32.9,222,2003-10-12T12:10:00Z
867,10,12,2003,13:15,NA,1807-53141,RT,I,U,372,915,24.7,28.2,203,2003-10-12T13:15:00Z
868,10,13,2003,12:00,NA,1177-04760,RT,I,U,375,850,25,28,218,2003-10-13T12:00:00Z
869,10,13,2003,NA,NA,1207-72685,RT,I,U,415,1285,29.4,34,242,2003-10-13T00:00:00Z
870,10,14,2003,10:53,NA,1142-19287,SS,A,M,161,95,9.8,11.7,129,2003-10-14T10:53:00Z
871,10,14,2003,12:24,NA,1177-04761,RT,A,U,380,1005,27,31.6,205,2003-10-14T12:24:00Z
872,10,18,2003,12:45,NA,788-36611,RT,A,U,411,1220,28.1,32.7,236,2003-10-18T12:45:00Z
873,10,21,2003,9:08,NA,1142-19288,SS,A,M,161,95,9.6,12.4,121,2003-10-21T09:08:00Z
874,10,21,2003,10:19,NA,1142-19289,SS,I,M,165,100,9.8,12,134,2003-10-21T10:19:00Z
875,10,21,2003,11:35,NA,1207-72686,RT,I,U,393,1265,28.3,32.7,233,2003-10-21T11:35:00Z
876,10,21,2003,13:02,NA,1177-04762,RT,I,U,370,1020,24.6,30,211,2003-10-21T13:02:00Z
877,10,22,2003,12:19,NA,1204-45885,CH,A,M,230,360,16,22.1,186,2003-10-22T12:19:00Z
878,10,25,2003,11:07,NA,1177-04763,RT,I,U,365,895,24.5,28.9,217,2003-10-25T11:07:00Z
879,10,25,2003,11:53,NA,1177-04764,RT,I,U,371,1160,25.7,28.4,218,2003-10-25T11:53:00Z
880,10,25,2003,12:47,NA,1207-72687,RT,I,U,400,1585,29,33.8,241,2003-10-25T12:47:00Z
881,10,25,2003,12:55,NA,1177-04765,RT,A,U,382,1140,24.9,31.6,218,2003-10-25T12:55:00Z
882,10,25,2003,13:27,NA,1807-53142,RT,A,U,371,1115,25.3,29.2,208,2003-10-25T13:27:00Z
883,10,25,2003,13:40,NA,1177-04766,RT,A,U,370,1145,25.4,30.2,212,2003-10-25T13:40:00Z
884,10,26,2003,11:35,NA,2003-99372,SS,A,F,194,185,12.8,14.8,152,2003-10-26T11:35:00Z
885,10,26,2003,12:15,NA,1177-04767,RT,A,U,347,990,25.3,29.8,203,2003-10-26T12:15:00Z
887,10,30,2003,13:13,NA,1213-58909,SS,I,F,195,165,11.7,14.5,153,2003-10-30T13:13:00Z
888,10,30,2003,13:35,NA,1177-04769,RT,A,U,392,1030,26.3,28.1,196,2003-10-30T13:35:00Z
889,10,31,2003,11:20,NA,1204-45886,CH,I,M,220,320,15.5,19.5,184,2003-10-31T11:20:00Z
890,11,6,2003,10:06,NA,2003-99373,SS,I,F,193,105,13,15.6,156,2003-11-06T10:06:00Z
891,11,6,2003,13:02,NA,1177-04770,RT,I,U,365,990,26.4,30,217,2003-11-06T13:02:00Z
892,11,7,2003,12:30,NA,1177-04771,RT,A,U,387,1065,28,32.7,212,2003-11-07T12:30:00Z
893,11,7,2003,13:45,NA,1177-04772,RT,I,U,400,1050,26.1,29.7,237,2003-11-07T13:45:00Z
894,11,8,2003,13:01,NA,1801-53143,RT,I,U,362,840,23.2,26.1,206,2003-11-08T13:01:00Z
895,11,9,2003,12:00,NA,803-05944,SS,I,F,198,190,12.2,15.8,158,2003-11-09T12:00:00Z
896,11,9,2003,13:31,NA,2003-99374,SS,I,F,190,200,12.7,15,157,2003-11-09T13:31:00Z
897,11,11,2003,10:15,NA,2003-99375,SS,I,F,197,185,12.8,15.6,157,2003-11-11T10:15:00Z
898,11,13,2003,14:00,NA,1177-04773,RT,A,U,370,1000,26.9,31.4,201,2003-11-13T14:00:00Z
899,11,14,2003,13:35,NA,1213-58910,SS,I,F,200,185,12.8,15.2,158,2003-11-14T13:35:00Z
900,11,17,2003,10:19,NA,1177-04774,RT,A,U,360,1325,26.2,30.6,224,2003-11-17T10:19:00Z
901,11,18,2003,13:29,NA,1177-04775,RT,A,U,366,945,25.3,27.2,199,2003-11-18T13:29:00Z
902,11,18,2003,13:45,NA,1177-04776,RT,A,U,402,1350,28.7,31,219,2003-11-18T13:45:00Z
903,11,18,2003,14:07,NA,1207-53144,RT,I,U,366,805,23.5,25.7,217,2003-11-18T14:07:00Z
904,11,18,2003,14:44,NA,1177-04777,RT,I,U,380,1525,26,27.6,224,2003-11-18T14:44:00Z
905,11,19,2003,10:18,NA,803-05985,SS,I,F,190,175,12.7,15.4,150,2003-11-19T10:18:00Z
906,11,19,2003,12:02,NA,1807-53145,RT,I,U,360,790,21.9,27.6,211,2003-11-19T12:02:00Z
907,11,20,2003,9:56,NA,1177-04778,RT,I,U,369,860,25.2,28,207,2003-11-20T09:56:00Z
908,11,20,2003,13:30,NA,1207-53145,RT,A,U,199,1290,28.7,32.1,222,2003-11-20T13:30:00Z
