BC001_ID_Cliente,BC002_Edad,BC003_Genero,BC004_Estado_civil,BC005_Nivel_educativo,BC006_Segmento_socioeconomico,BC007_Ciudad_Zona,BC008_Antiguedad_meses,BC009_Canal_captacion,BC010_Tipo_cliente,BC011_Plan,BC012_Banda_valor_RFM,BC013_Frecuencia_compra,BC014_Num_pedidos_2024,BC015_Ticket_medio_EUR,BC016_Gasto_total_2024_EUR,BC017_Categoria_principal,BC018_Variedad_categorias,BC019_Pct_pedidos_descuento,BC020_Intensidad_descuento,BC021_Metodo_pago,BC022_Renovaciones_suscripcion,BC023_Dias_desde_ultima_compra,BC024_Tiempo_medio_entrega_dias,BC025_Retrasos_entrega_num,BC026_Incidencias_registradas_num,BC027_Contactos_atencion_num,BC028_Satisfaccion_entregas,BC029_Satisfaccion_plataforma,BC030_Estado_cliente,BC031_Tipo_abandono,BC032_Razon_abandono
VC012264,32,Masculino,Soltero/a,2,Medio,Madrid,34,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,18,20,Mascotas,1,24,2,Wallet,0,116,4,0,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC012265,21,Masculino,Casado/a,3,Alto,Madrid,65,Afiliados,No suscripción,<no aplica>,5,Semanal,24,69,1674,Cuidado personal,5,47,2,Tarjeta,0,292,1,0,3,3,3.0,4.0,Inactivo,Voluntario,Experiencia logística
VC012266,41,Femenino,Soltero/a,2,Bajo,Barcelona,43,Email,No suscripción,<no aplica>,3,Mensual,10,44,400,Alimentación,4,47,2,Tarjeta,0,6,4,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012267,32,Femenino,Casado/a,3,Medio,Valencia,57,Ads,No suscripción,<no aplica>,1,Ocasional,2,39,78,Hogar,2,90,3,PayPal,0,111,2,0,0,0,,4.0,Inactivo,Voluntario,Precio
VC012268,47,Masculino,Pareja de hecho,4,Medio,VAL,111,Email,No suscripción,<no aplica>,1,Ocasional,2,38,64,Mascotas,2,19,1,Contra reembolso,0,146,3,0,0,0,3.0,3.0,Inactivo,Voluntario,<no informado>
VC012269,28,Masculino,,3,Medio,Barcelona,23,Orgánico,No suscripción,<no aplica>,4,Mensual,11,48,571,Alimentación,5,72,3,Tarjeta,0,24,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012270,30,Masculino,Soltero/a,2,Medio,Valencia,16,Afiliados,No suscripción,<no aplica>,5,Quincenal,14,54,806,Cuidado personal,5,28,2,Tarjeta,0,14,3,0,1,1,2.0,4.0,Activo,<no informado>,<no informado>
VC012271,18,Femenino,Soltero/a,2,Medio,Madrid,41,Marketplace,No suscripción,<no aplica>,5,Semanal,39,74,2961,Alimentacion,6,38,2,PayPal,0,13,1,2,1,2,3.0,4.0,Activo,<no informado>,<no informado>
VC012272,41,Masculino,Soltero/a,4,Medio,Barcelona,88,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,39,87,HOGAR ,2,56,3,Wallet,0,97,2,1,0,1,4.0,3.0,Activo,<no informado>,<no informado>
VC012273,37,Masculino,Casado/a,4,Alto,Barcelona,16,Afiliados,No suscripción,<no aplica>,5,Semanal,37,42,1611,Cuidado personal,7,70,3,Tarjeta,0,4,4,3,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC012274,25,Femenino,Soltero/a,4,Medio,Madrid,51,Email,No suscripción,<no aplica>,5,Semanal,39,52,2047,Hogar,7,22,2,Wallet,0,3,3,2,0,1,2.0,3.0,Activo,<no informado>,<no informado>
VC012275,41,Masculino,Soltero/a,2,Bajo,Madrid,19,Afiliados,No suscripción,<no aplica>,3,Quincenal,15,27,413,Cuidado personal,6,34,2,PayPal,0,8,1,0,1,1,4.0,,Activo,<no informado>,<no informado>
VC012276,51,Femenino,Divorciado/a,2,Alto,VAL,43,Orgánico,No suscripción,<no aplica>,5,Mensual,10,73,821,Hogar,4,6,1,Tarjeta,0,2,3,1,1,4,2.0,4.0,Activo,<no informado>,<no informado>
VC012277,36,Femenino,Soltero/a,5,Bajo,Barcelona,25,Marketplace,No suscripción,<no aplica>,1,Ocasional,2,33,75,Otros,3,35,2,PayPal,0,12,4,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012278,42,Masculino,Divorciado/a,,Medio,Madrid,6,Email,No suscripción,<no aplica>,2,Mensual,10,24,216,Otros,5,69,3,Tarjeta,0,17,4,2,1,2,1.0,4.0,Activo,<no informado>,<no informado>
VC012279,42,Femenino,Divorciado/a,2,Medio,Barcelona,20,Ads,No suscripción,<no aplica>,1,Ocasional,2,21,40,Cuidado personal,2,54,3,Tarjeta,0,52,3,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012280,25,Masculino,Divorciado/a,2,Medio,Barcelona,37,Email,No suscripción,<no aplica>,3,Mensual,11,32,317,Mascotas,4,20,1,Tarjeta,0,7,4,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012281,64,Femenino,Divorciado/a,5,Medio,Valencia,65,Ads,No suscripción,<no aplica>,2,Quincenal,18,17,253,Alimentación,7,48,2,Tarjeta,0,18,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012282,33,Femenino,Soltero/a,,Bajo,Barcelona,22,Ads,No suscripción,<no aplica>,1,Ocasional,3,26,65,Cuidado personal,2,64,3,Transferencia,0,108,3,0,0,0,3.0,2.0,Activo,<no informado>,<no informado>
VC012283,47,Femenino,Soltero/a,4,Medio,Barcelona,120,Orgánico,No suscripción,<no aplica>,5,Quincenal,16,62,983,Otros,3,30,2,Tarjeta,0,13,3,0,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012284,48,Prefiere no decirlo,Soltero/a,1,Medio,Valencia,39,Afiliados,No suscripción,<no aplica>,3,Mensual,8,48,316,Hogar,4,14,1,PayPal,0,181,4,0,0,0,2.0,4.0,Inactivo,Involuntario,Fraude/impago
VC012285,37,Femenino,Soltero/a,4,Medio,Barcelona,20,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,38,83,Cuidado personal,2,31,2,Tarjeta,0,55,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012286,46,Femenino,Soltero/a,1,<no informado>,Valencia,5,Ads,No suscripción,<no aplica>,1,Ocasional,2,36,78,Otros,1,64,3,PayPal,0,6,1,0,0,1,4.0,,Activo,<no informado>,<no informado>
VC012287,42,Masculino,Divorciado/a,2,Medio,Barcelona,36,Ads,No suscripción,<no aplica>,1,Ocasional,2,52,88,Hogar,2,38,2,Tarjeta,0,106,3,1,0,1,1.0,4.0,Activo,<no informado>,<no informado>
VC012288,22,Femenino,Soltero/a,3,Medio,Barcelona,1,Orgánico,No suscripción,<no aplica>,4,Quincenal,20,32,596,Bebés,5,20,1,Tarjeta,0,347,4,2,1,2,2.0,3.0,Inactivo,Voluntario,Experiencia logística
VC012289,35,Femenino,Soltero/a,3,Bajo,Barcelona,26,Email,No suscripción,<no aplica>,4,Quincenal,25,25,490,Hogar,7,13,1,Tarjeta,0,306,2,2,1,2,2.0,3.0,Inactivo,Voluntario,Precio
VC012290,32,Femenino,Casado/a,3,Medio,Barcelona,13,Referral,No suscripción,<no aplica>,3,Semanal,22,15,420,Otros,6,8,1,Tarjeta,0,219,2,1,1,4,3.0,4.0,Inactivo,Voluntario,<no informado>
VC012291,33,Femenino,Soltero/a,5,Alto,Madrid,98,Orgánico,No suscripción,<no aplica>,5,Quincenal,19,49,977,Bebés,6,21,2,Tarjeta,0,301,2,0,0,0,4.0,4.0,Inactivo,Voluntario,<no informado>
VC012292,23,Femenino,Casado/a,1,Medio,valencia,26,Marketplace,No suscripción,<no aplica>,2,Ocasional,3,51,158,Bebés,3,68,3,PayPal,0,344,4,1,0,4,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC012293,53,Femenino,Soltero/a,2,Medio,Madrid,27,Marketplace,No suscripción,<no aplica>,3,Mensual,14,43,432,Cuidado personal,4,58,3,Contra reembolso,0,123,3,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC012294,58,Femenino,Divorciado/a,3,Alto,Madrid,17,Referral,No suscripción,<no aplica>,2,Mensual,4,46,231,Hogar,3,22,2,Tarjeta,0,37,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012295,51,Masculino,Casado/a,4,Medio,Barcelona,11,Email,No suscripción,<no aplica>,2,Ocasional,3,40,149,Otros,2,35,2,Tarjeta,0,146,2,0,0,1,4.0,4.0,Inactivo,<no informado>,Precio
VC012296,54,Femenino,Casado/a,4,Medio,Barcelona,51,Orgánico,No suscripción,<no aplica>,4,Quincenal,17,40,676,Cuidado personal,5,24,2,Wallet,0,352,2,0,0,0,3.0,4.0,Inactivo,Voluntario,Competencia
VC012297,35,Masculino,Soltero/a,3,Medio,Madrid,15,Ads,No suscripción,<no aplica>,3,Mensual,13,30,423,Cuidado personal,6,76,3,Tarjeta,0,128,2,0,0,0,4.0,4.0,Inactivo,Voluntario,<no informado>
VC012298,31,Masculino,Divorciado/a,3,Bajo,València,25,Orgánico,No suscripción,<no aplica>,4,Semanal,30,23,733,Mascotas,6,41,2,PayPal,0,1,4,1,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012299,30,Femenino,Soltero/a,2,Medio,madrid,52,Email,No suscripción,<no aplica>,3,Quincenal,17,17,316,Otros,6,30,2,PayPal,0,175,2,0,0,1,3.0,3.0,Inactivo,Voluntario,Precio
VC012300,47,Masculino,Casado/a,1,Bajo,Madrid,37,Email,No suscripción,<no aplica>,3,Mensual,10,48,395,Cuidado personal,6,27,2,Contra reembolso,0,185,1,0,1,1,4.0,3.0,Inactivo,Voluntario,Precio
VC012301,42,Femenino,Viudo/a,,Medio,Madrid,18,Orgánico,No suscripción,<no aplica>,4,Quincenal,21,31,699,Cuidado personal,7,46,2,PayPal,0,26,1,3,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012302,38,Femenino,Casado/a,4,Medio,Valencia,59,Orgánico,No suscripción,<no aplica>,2,Mensual,6,44,253,Alimentación,3,42,2,Tarjeta,0,52,2,1,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC012303,55,Femenino,Casado/a,3,Medio,Barcelona,53,Email,No suscripción,<no aplica>,1,Ocasional,1,11,20,Mascotas,1,16,1,Tarjeta,0,160,3,0,0,0,3.0,4.0,Inactivo,Involuntario,Fraude/impago
VC012304,44,Masculino,Soltero/a,3,Bajo,Madrid,47,Ads,No suscripción,<no aplica>,5,Semanal,42,27,1239,Hogar,7,79,3,Tarjeta,0,6,3,2,1,3,2.0,4.0,Activo,<no informado>,<no informado>
VC012305,29,Femenino,Casado/a,3,Medio,Barcelona,9,Email,No suscripción,<no aplica>,4,Mensual,11,46,640,Alimentación,4,37,2,Contra reembolso,0,53,3,0,0,1,4.0,3.0,Activo,<no informado>,<no informado>
VC012306,31,Femenino,Divorciado/a,3,Medio,Barcelona,26,Ads,No suscripción,<no aplica>,1,Ocasional,1,34,34,Alimentación,1,82,3,Tarjeta,0,45,1,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012307,47,Femenino,Soltero/a,4,Bajo,Valencia,26,Orgánico,No suscripción,<no aplica>,4,Quincenal,20,41,724,Cuidado personal,6,43,2,Wallet,0,237,3,1,0,1,2.0,2.0,Inactivo,Voluntario,Precio
VC012308,52,Masculino,Divorciado/a,3,Medio,VAL,49,Ads,No suscripción,<no aplica>,4,Mensual,9,59,528,Hogar,4,45,2,PayPal,0,20,3,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012309,46,Femenino,Casado/a,1,Medio,Madrid,20,Orgánico,No suscripción,<no aplica>,4,Quincenal,13,52,700,Mascotas,6,41,2,Tarjeta,0,143,2,1,5,6,2.0,4.0,Inactivo,Voluntario,Atención al cliente
VC012310,62,Femenino,Casado/a,4,,Barcelona,50,Ads,No suscripción,<no aplica>,3,Mensual,9,40,323,Alimentación,3,55,3,Wallet,0,53,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012311,59,Masculino,Casado/a,3,Medio,BCN,21,Afiliados,No suscripción,<no aplica>,2,Ocasional,4,48,229,Alimentación,3,32,2,PayPal,0,166,1,0,0,0,4.0,4.0,Inactivo,Voluntario,<no informado>
VC012312,44,Masculino,Soltero/a,3,Bajo,Madrid,14,Ads,No suscripción,<no aplica>,3,Mensual,9,41,369,Hogar,4,33,2,Tarjeta,0,301,2,0,1,1,4.0,4.0,Inactivo,<no informado>,Precio
VC012313,29,Femenino,Soltero/a,4,Alto,Madrid,108,Email,No suscripción,<no aplica>,4,Mensual,8,63,560,Otros,5,49,2,Tarjeta,0,51,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012314,23,Femenino,Soltero/a,2,Medio,Barna,28,Referral,No suscripción,<no aplica>,4,Mensual,14,41,579,Alimentación,5,54,3,Tarjeta,0,19,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012315,34,Masculino,Casado/a,3,Bajo,Barcelona,74,Orgánico,No suscripción,<no aplica>,1,Ocasional,1,32,39,Hogar,2,8,1,Tarjeta,0,106,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012316,48,Femenino,Divorciado/a,3,Medio,Barcelona,3,Ads,No suscripción,<no aplica>,2,Ocasional,4,37,148,ALIMENTACIÓN,3,57,3,Tarjeta,0,270,3,1,0,1,2.0,4.0,Inactivo,<no informado>,Competencia
VC012317,61,Masculino,Casado/a,2,Alto,Madrid,50,Orgánico,No suscripción,<no aplica>,4,Mensual,14,52,600,Mascotas,5,32,2,Tarjeta,0,50,2,0,2,3,3.0,3.0,Activo,<no informado>,<no informado>
VC012318,44,Masculino,Casado/a,4,Medio,Barcelona,29,Email,No suscripción,<no aplica>,5,Mensual,16,51,967,Hogar,5,38,2,Wallet,0,31,2,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC012319,53,Masculino,Soltero/a,3,Medio,Valencia,64,Orgánico,No suscripción,<no aplica>,4,Mensual,13,46,751,Mascotas,3,65,3,Tarjeta,0,210,3,0,1,2,2.0,3.0,Inactivo,Involuntario,Fraude/impago
VC012320,36,Femenino,Pareja de hecho,3,Medio,Madrid,40,Ads,No suscripción,<no aplica>,3,Mensual,9,41,375,Mascotas,2,57,3,Tarjeta,0,258,2,1,0,1,3.0,3.0,Inactivo,Voluntario,<no informado>
VC012321,46,Femenino,Casado/a,4,Medio,Barcelona,51,Orgánico,No suscripción,<no aplica>,2,Quincenal,11,18,164,Cuidado personal,3,27,2,Tarjeta,0,24,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012322,49,Femenino,Casado/a,2,Bajo,Barcelona,42,Orgánico,No suscripción,<no aplica>,3,Mensual,9,42,386,Hogar,4,26,2,Tarjeta,0,54,1,1,1,2,4.0,3.0,Activo,<no informado>,<no informado>
VC012323,18,Masculino,Divorciado/a,3,Bajo,Barcelona,39,Orgánico,No suscripción,<no aplica>,5,Quincenal,20,37,911,Hogar,4,4,1,PayPal,0,260,2,1,1,2,3.0,4.0,Inactivo,Voluntario,<no informado>
VC012324,34,Prefiere no decirlo,Divorciado/a,4,Medio,Valencia,23,Ads,No suscripción,<no aplica>,5,Quincenal,24,62,1249,OTROS,5,45,2,PayPal,0,3,3,2,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012325,50,Femenino,Casado/a,4,Alto,Barcelona,109,Email,No suscripción,<no aplica>,4,Mensual,9,52,528,Cuidado Pers.,5,10,1,Tarjeta,0,316,2,2,0,3,2.0,4.0,Inactivo,Voluntario,Experiencia logística
VC012326,42,Masculino,Divorciado/a,3,Medio,Barcelona,8,Orgánico,No suscripción,<no aplica>,1,Ocasional,2,29,58,Cuidado Pers.,2,59,3,Tarjeta,0,364,1,0,0,0,4.0,3.0,Inactivo,Involuntario,Fraude/impago
VC012327,25,Masculino,Casado/a,3,Medio,MAD,15,Email,No suscripción,<no aplica>,3,Mensual,10,36,454,Alimentación,3,46,2,Wallet,0,277,4,0,0,0,2.0,4.0,Inactivo,Voluntario,Competencia
VC012328,18,Femenino,Pareja de hecho,1,<no informado>,Barcelona,14,Email,No suscripción,<no aplica>,1,Ocasional,1,20,20,Bebés,1,46,2,Wallet,0,20,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012329,35,Femenino,Casado/a,4,Medio,Valencia,34,Orgánico,No suscripción,<no aplica>,3,Mensual,10,45,454,Hogar,5,58,3,Tarjeta,0,58,2,0,0,0,3.0,3.0,Activo,<no informado>,<no informado>
VC012330,38,Femenino,Soltero/a,3,Medio,bcn,20,Afiliados,No suscripción,<no aplica>,5,Quincenal,20,66,1200,Bebés,6,60,3,Tarjeta,0,16,3,0,1,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012331,28,Femenino,<no informado>,3,Medio,Barcelona,25,Email,No suscripción,<no aplica>,1,Ocasional,2,33,61,Otros,2,27,2,PayPal,0,94,1,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012332,41,Masculino,Soltero/a,2,Bajo,Barcelona,72,Referral,No suscripción,<no aplica>,4,Quincenal,15,32,543,Alimentación,5,65,3,PayPal,0,4,5,2,0,1,1.0,3.0,Activo,<no informado>,<no informado>
VC012333,45,Masculino,Soltero/a,3,Medio,Valencia,52,Email,No suscripción,<no aplica>,2,Ocasional,4,42,196,Alimentación,3,60,3,Tarjeta,0,162,1,0,0,1,4.0,4.0,Inactivo,Involuntario,Fraude/impago
VC012334,47,Femenino,Soltero/a,1,Bajo,Madrid,41,Orgánico,No suscripción,<no aplica>,3,Mensual,16,27,367,Alimentación,4,44,2,Tarjeta,0,32,2,1,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC012335,18,Femenino,Casado/a,,Bajo,Barcelona,11,Ads,No suscripción,<no aplica>,4,Mensual,8,51,494,Alimentación,4,74,3,Tarjeta,0,50,1,1,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC012336,23,Femenino,Soltero/a,4,Medio,Barcelona,53,Orgánico,No suscripción,<no aplica>,2,Quincenal,18,18,274,Mascotas,5,28,2,Wallet,0,28,2,0,1,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012337,35,Masculino,Casado/a,2,Medio,BARCELONA ,59,Email,No suscripción,<no aplica>,2,Ocasional,2,53,117,Mascotas,2,25,2,Tarjeta,0,221,4,0,0,0,2.0,4.0,Inactivo,<no informado>,Experiencia logística
VC012338,46,Masculino,<no informado>,3,Alto,Madrid,9,Email,No suscripción,<no aplica>,2,Mensual,4,48,171,Hogar,2,27,2,PayPal,0,116,2,0,0,1,4.0,4.0,Inactivo,Voluntario,Competencia
VC012339,45,Masculino,Soltero/a,3,Alto,Valencia,35,Afiliados,No suscripción,<no aplica>,3,Mensual,10,40,374,Alimentación,5,31,2,Tarjeta,0,212,3,0,0,0,3.0,3.0,Inactivo,Voluntario,Precio
VC012340,45,Masculino,Pareja de hecho,4,Alto,Valencia,18,Orgánico,No suscripción,<no aplica>,2,Ocasional,2,57,134,Bebés,2,60,3,Wallet,0,26,4,0,0,1,3.0,3.0,Activo,<no informado>,<no informado>
VC012341,34,Femenino,Soltero/a,3,Bajo,Barcelona,2,Ads,No suscripción,<no aplica>,2,Mensual,5,30,165,Alimentación,3,56,3,PayPal,0,18,3,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012342,35,Femenino,Soltero/a,,Medio,Barcelona,50,Orgánico,No suscripción,<no aplica>,4,Mensual,11,40,536,Alimentación,3,39,2,Tarjeta,0,266,1,1,1,2,,4.0,Inactivo,Voluntario,Competencia
VC012343,30,Prefiere no decirlo,,2,Bajo,Madrid,20,Marketplace,No suscripción,<no aplica>,4,Mensual,14,39,510,Hogar,4,61,3,Tarjeta,0,102,2,0,0,0,3.0,3.0,Inactivo,Voluntario,Precio
VC012344,48,Femenino,Divorciado/a,2,Medio,Madrid,44,Ads,No suscripción,<no aplica>,2,Ocasional,4,59,196,Alimentación,3,37,2,Tarjeta,0,43,2,0,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012345,28,Masculino,Soltero/a,3,Bajo,Barcelona,48,Ads,No suscripción,<no aplica>,5,Semanal,39,24,1003,Otros,7,15,1,Contra reembolso,0,93,5,7,0,1,2.0,2.0,Inactivo,Involuntario,Fraude/impago
VC012346,49,Femenino,Casado/a,4,Medio,Barcelona,40,Ads,No suscripción,<no aplica>,4,Mensual,12,43,525,Cuidado personal,4,83,3,Tarjeta,0,29,2,1,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012347,41,Masculino,Soltero/a,2,Medio,Madrid,35,Ads,No suscripción,<no aplica>,4,Quincenal,17,37,651,Hogar,3,73,3,Wallet,0,228,3,1,0,3,,3.0,Inactivo,Voluntario,Precio
VC012348,38,Masculino,Divorciado/a,2,Bajo,Madrid,107,Orgánico,No suscripción,<no aplica>,5,Quincenal,23,41,871,Bebés,5,5,1,Tarjeta,0,999,2,1,0,1,3.0,2.0,Inactivo,Voluntario,Competencia
VC012349,31,Masculino,Soltero/a,4,Medio,Madrid,16,Email,No suscripción,<no aplica>,1,Ocasional,4,19,80,Mascotas,3,24,2,PayPal,0,28,2,0,0,1,4.0,3.0,Activo,<no informado>,<no informado>
VC012350,23,Masculino,Casado/a,3,Bajo,Barcelona,35,Ads,No suscripción,<no aplica>,4,Quincenal,17,49,683,Alimentación,5,38,2,Wallet,0,23,1,0,1,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012351,31,Femenino,Divorciado/a,2,Medio,Madrid,54,Referral,No suscripción,<no aplica>,4,Quincenal,18,47,664,Hogar,5,48,2,Tarjeta,0,11,2,0,2,2,4.0,4.0,Activo,<no informado>,<no informado>
VC012352,35,Masculino,Casado/a,4,Medio,Madrid,30,Email,No suscripción,<no aplica>,1,Ocasional,2,26,58,Alimentación,3,39,2,PayPal,0,110,2,0,0,1,4.0,4.0,Inactivo,Voluntario,Competencia
VC012353,18,Femenino,Divorciado/a,2,<no informado>,Madrid,65,Email,No suscripción,<no aplica>,3,Mensual,15,19,318,Hogar,7,54,3,Tarjeta,0,27,3,1,2,3,2.0,3.0,Activo,<no informado>,<no informado>
VC012354,37,Masculino,Divorciado/a,1,Alto,Valencia,62,Orgánico,No suscripción,<no aplica>,4,Mensual,17,36,713,Hogar,6,14,1,PayPal,0,36,4,3,1,2,2.0,3.0,Activo,<no informado>,<no informado>
VC012355,50,Femenino,Casado/a,2,Bajo,Madrid,39,Marketplace,No suscripción,<no aplica>,1,Ocasional,1,27,30,Mascotas,2,44,2,Tarjeta,0,50,3,1,0,1,4.0,4.0,Activo,<no informado>,<no informado>
VC012356,46,Masculino,Casado/a,4,Alto,Barcelona,22,Email,No suscripción,<no aplica>,2,Ocasional,4,37,164,Cuidado personal,2,33,2,Wallet,0,66,4,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC012357,33,Femenino,Soltero/a,3,Medio,BCN,19,Referral,No suscripción,<no aplica>,2,Ocasional,4,39,154,Mascotas,3,27,2,Tarjeta,0,70,3,0,1,1,2.0,4.0,Activo,<no informado>,<no informado>
VC012358,40,Femenino,<no informado>,2,Medio,Barcelona,42,Orgánico,No suscripción,<no aplica>,4,Quincenal,14,40,585,Otros,6,42,2,Wallet,0,28,3,1,0,2,2.0,4.0,Activo,<no informado>,<no informado>
VC012359,32,Femenino,Soltero/a,2,Medio,Barcelona,120,Orgánico,No suscripción,<no aplica>,2,Mensual,7,30,190,hogar,5,22,2,Wallet,0,28,2,1,0,1,3.0,4.0,Activo,<no informado>,<no informado>
VC012360,41,Prefiere no decirlo,,3,Medio,bcn,58,Email,No suscripción,<no aplica>,3,Quincenal,14,39,463,Bebés,4,42,2,Tarjeta,0,16,3,0,1,1,2.0,4.0,Activo,<no informado>,<no informado>
VC012361,57,Femenino,Soltero/a,3,Medio,Madrid,46,Ads,No suscripción,<no aplica>,5,Mensual,14,49,928,Hogar,5,26,2,Wallet,0,33,3,0,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC012362,51,Femenino,Soltero/a,<no informado>,Bajo,Barcelona,18,Afiliados,No suscripción,<no aplica>,1,Ocasional,4,27,98,Otros,2,29,2,Tarjeta,0,138,4,1,1,3,2.0,4.0,Inactivo,Voluntario,Precio
VC012363,45,Femenino,Soltero/a,4,Medio,Barcelona,13,Marketplace,No suscripción,<no aplica>,2,Mensual,13,25,230,Cuidado personal,7,54,3,PayPal,0,9,2,0,0,0,3.0,4.0,Activo,<no informado>,<no informado>
VC012364,33,Femenino,Casado/a,1,Medio,Madrid,25,Orgánico,No suscripción,<no aplica>,1,Ocasional,3,28,77,Cuidado personal,3,27,2,Tarjeta,0,107,3,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012365,48,Femenino,Soltero/a,,Medio,Valencia,29,Referral,No suscripción,<no aplica>,4,Mensual,15,41,662,Otros,4,68,3,Wallet,0,26,2,0,1,1,3.0,3.0,Activo,<no informado>,<no informado>
VC012366,19,Masculino,Soltero/a,2,Medio,Barcelona,11,Ads,No suscripción,<no aplica>,3,Mensual,11,37,438,Otros,4,29,2,Contra reembolso,0,10,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
VC012367,36,Femenino,Soltero/a,5,Bajo,Madrid,7,Ads,No suscripción,<no aplica>,5,Mensual,17,38,824,Cuidado personal,6,32,2,Tarjeta,0,251,2,1,1,2,3.0,4.0,Inactivo,Voluntario,Precio
VC012368,46,Masculino,Soltero/a,1,<no informado>,BARCELONA ,29,Referral,No suscripción,<no aplica>,2,Mensual,7,38,278,Hogar,2,84,3,Wallet,0,29,2,0,0,1,4.0,2.0,Activo,<no informado>,<no informado>
VC012369,48,Femenino,Casado/a,2,<no informado>,Valencia,28,Email,No suscripción,<no aplica>,1,Ocasional,1,48,49,Mascotas,1,79,3,Tarjeta,0,170,4,0,0,0,2.0,4.0,Inactivo,Voluntario,Precio
VC012370,47,Femenino,Casado/a,3,Bajo,Madrid,26,Ads,No suscripción,<no aplica>,2,Ocasional,5,44,181,Cuidado personal,2,41,2,Tarjeta,0,68,3,0,0,0,2.0,4.0,Activo,<no informado>,<no informado>
VC012371,43,Masculino,Soltero/a,1,Medio,Valencia,43,Email,No suscripción,<no aplica>,2,Ocasional,5,25,117,Hogar,3,10,1,PayPal,0,334,3,1,0,1,3.0,4.0,Inactivo,Voluntario,<no informado>
VC012372,37,Femenino,Casado/a,2,Medio,Barcelona,29,Marketplace,No suscripción,<no aplica>,2,Mensual,11,17,182,Hogar,5,64,3,Tarjeta,0,41,3,1,1,2,2.0,4.0,Activo,<no informado>,<no informado>
VC012373,45,Femenino,Pareja de hecho,3,Medio,Barcelona,10,Ads,No suscripción,<no aplica>,4,Mensual,11,42,544,Alimentación,4,82,3,Tarjeta,0,108,4,0,0,0,2.0,4.0,Inactivo,Voluntario,Precio
VC012374,28,Femenino,Casado/a,,Medio,valencia,36,Ads,No suscripción,<no aplica>,3,Mensual,11,41,484,Alimentación,3,69,3,Tarjeta,0,280,2,1,0,1,3.0,,Inactivo,Voluntario,Competencia
VC012375,29,Femenino,Viudo/a,3,Medio,madrid,23,Referral,No suscripción,<no aplica>,1,Ocasional,1,27,34,Alimentación,2,32,2,Wallet,0,93,1,0,1,2,3.0,4.0,Inactivo,Involuntario,Fraude/impago
VC012376,40,Masculino,Soltero/a,4,Medio,Madrid,39,Orgánico,No suscripción,<no aplica>,4,Quincenal,21,27,583,Alimentación,3,25,2,Tarjeta,0,26,2,2,0,1,2.0,4.0,Activo,<no informado>,<no informado>
VC012377,41,Masculino,Pareja de hecho,3,Medio,Madrid,8,Orgánico,No suscripción,<no aplica>,3,Ocasional,6,54,381,Cuidado Pers.,4,48,2,Tarjeta,0,36,2,0,0,0,4.0,4.0,Activo,<no informado>,<no informado>
