ID Empleado,Edad,Género,Estado civil,Nivel educativo,Especialización,Años trabajando,Compañías empleadoras,Departamento,Cargo,Banda laboral,Sede,Frecuencia de viajes,Distancia al hogar,Ingresos mensuales,Nivel de stock options,Horas extraordinarias,Sesiones de formación,Años en la empresa,Años en el cargo,Años sin promocionar,Años con el mismo jefe,% Incremento salarial,Rendimiento,Satisfacción con el trabajo,Satisfacción con el ambiente,Satisfacción con las relaciones,Nivel de involucración,Balance de la vida laboral,Estado de la relación laboral,Tipo de desvinculación,Razón de la desvinculación
ECU-1132,34.0,Masculino,Casado,4,Grado técnico,8,1,Investigación y desarrollo,Representante sanitario,2,Barcelona,Viajes frecuentes,10,5063,1,No,3,8,2,7,7,14,3,3,4,2,2,2,Activa,,
ECU-1133,40.0,Femenino,Casado,2,Ciencias de la vida,5,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,14,4639,1,No,2,5,4,1,2,15,3,1,4,3,3,3,Activa,,
ECU-1134,43.0,Masculino,Divorciado,3,Grado técnico,8,5,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,27,4876,1,No,0,6,4,0,2,12,3,2,4,3,4,3,Activa,,
ECU-1135,35.0,Masculino,Casado,2,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,7,2690,1,No,5,1,0,0,1,18,3,4,3,4,2,2,Activa,,
ECU-1136,46.0,Masculino,Soltero,4,Ciencias de la vida,27,1,Ventas,Director,4,Bilbao,Viajes ocasionales,1,17567,0,No,5,26,0,0,12,15,3,1,4,2,4,1,Activa,,
ECU-1137,28.0,Masculino,Casado,3,Medicina,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,24,2408,3,Sí,3,1,1,0,0,17,3,2,3,3,3,3,Finalizada,Voluntaria,Dimisión
ECU-1138,22.0,Femenino,Casado,2,Otras,4,1,Investigación y desarrollo,Investigador,1,Bilbao,Sin desplazamientos,26,2814,0,Sí,2,4,2,1,3,14,3,3,2,2,2,2,Activa,,
ECU-1139,50.0,Masculino,Casado,5,Medicina,32,2,Investigación y desarrollo,Representante sanitario,4,Madrid,Viajes frecuentes,20,11245,1,Sí,3,30,8,12,13,15,3,3,2,3,3,3,Activa,,
ECU-1140,32.0,Femenino,Casado,4,Otras,6,3,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,5,3312,2,No,3,3,2,0,2,17,3,4,2,4,4,3,Activa,,
ECU-1141,44.0,Femenino,Divorciado,3,Medicina,23,0,Investigación y desarrollo,Director de investigación,5,Madrid,Viajes ocasionales,7,19049,1,Sí,4,22,7,1,10,14,3,4,2,4,3,2,Activa,,
ECU-1142,30.0,Masculino,Casado,3,Medicina,6,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,7,2141,1,No,3,6,4,1,1,12,3,2,2,2,2,2,Activa,,
ECU-1143,45.0,Femenino,Soltero,5,Medicina,10,1,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,5,5769,0,Sí,3,10,7,1,4,14,3,1,3,1,1,3,Activa,,
ECU-1144,45.0,Masculino,Casado,3,Marketing,10,1,Ventas,Ejecutivo de ventas,2,Madrid,Sin desplazamientos,26,4385,1,No,2,10,7,4,5,15,3,1,1,1,2,3,Activa,,
ECU-1145,31.0,Masculino,Soltero,4,Otras,10,7,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,2,5332,0,No,3,5,2,0,3,13,3,1,4,4,3,3,Activa,,
ECU-1146,36.0,Femenino,Casado,4,Ciencias de la vida,7,9,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,12,4663,2,Sí,2,3,2,1,1,12,3,3,3,2,3,3,Activa,,
ECU-1147,34.0,Masculino,Divorciado,4,Ciencias de la vida,9,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,10,4724,1,No,3,9,7,7,2,13,3,4,3,1,4,3,Activa,,
ECU-1148,49.0,Femenino,Casado,4,Ciencias de la vida,10,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,25,3211,1,No,3,9,6,1,4,14,3,1,3,4,3,2,Activa,,
ECU-1149,39.0,Masculino,Casado,5,Medicina,10,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,10,5377,3,No,3,7,7,7,7,13,3,1,2,4,3,3,Activa,,
ECU-1150,27.0,Masculino,Divorciado,3,Otras,7,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,19,4066,2,No,3,7,7,0,7,11,3,1,4,1,2,3,Activa,,
ECU-1151,35.0,Masculino,Casado,5,Ciencias de la vida,16,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes ocasionales,18,5208,0,No,2,16,15,1,10,11,3,1,2,4,4,3,Activa,,
ECU-1152,28.0,Femenino,Divorciado,3,Medicina,6,0,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,27,4877,1,No,5,5,3,0,0,21,4,1,2,2,1,2,Activa,,
ECU-1153,21.0,Masculino,Soltero,1,Medicina,3,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,5,3117,0,No,2,2,2,2,2,18,3,4,3,3,3,3,Activa,,
ECU-1154,18.0,Femenino,Soltero,2,Medicina,0,1,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,3,1569,0,Sí,2,0,0,0,0,12,3,4,2,3,3,4,Finalizada,Voluntaria,Dimisión
ECU-1155,47.0,Femenino,Casado,4,Ciencias de la vida,27,3,Recursos humanos,Director,5,Barcelona,Viajes ocasionales,26,19658,1,No,2,5,2,1,0,11,3,3,4,3,3,3,Activa,,
ECU-1156,39.0,Masculino,Divorciado,2,Medicina,11,0,Investigación y desarrollo,Técnico de laboratorio,2,Barcelona,Viajes ocasionales,3,3069,1,No,3,10,8,0,7,15,3,3,3,4,2,3,Activa,,
ECU-1157,40.0,Femenino,Casado,3,Ciencias de la vida,18,1,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,15,10435,2,No,2,18,15,14,12,13,3,3,1,4,2,3,Activa,,
ECU-1158,35.0,Femenino,Casado,4,Ciencias de la vida,15,1,Investigación y desarrollo,Representante sanitario,2,Bilbao,Sin desplazamientos,8,4148,1,No,5,14,11,2,9,12,3,3,3,4,3,3,Activa,,
ECU-1159,37.0,Masculino,Casado,3,Ciencias de la vida,9,3,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,19,5768,3,No,2,4,3,0,2,17,3,3,3,1,3,2,Activa,,
ECU-1160,39.0,Femenino,Soltero,3,Medicina,10,0,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,4,5042,0,No,2,9,2,3,8,13,3,3,1,4,3,1,Activa,,
ECU-1161,45.0,Femenino,Divorciado,2,Otras,10,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes ocasionales,2,5770,2,No,3,10,7,3,9,19,3,4,4,1,2,3,Activa,,
ECU-1162,38.0,Femenino,Casado,2,Medicina,10,3,Investigación y desarrollo,Director de fabricación,3,Madrid,Viajes ocasionales,2,7756,1,Sí,6,5,4,0,2,19,3,3,4,4,2,4,Activa,,
ECU-1163,35.0,Masculino,Casado,3,Medicina,15,9,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,10,10306,0,No,3,13,12,6,0,17,3,1,4,3,2,3,Finalizada,Voluntaria,Dimisión
ECU-1164,37.0,Femenino,Casado,3,Medicina,8,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,10,3936,1,No,2,8,4,7,7,11,3,2,2,1,3,1,Activa,,
ECU-1165,40.0,Femenino,Soltero,3,Ciencias de la vida,18,6,Investigación y desarrollo,Director de fabricación,3,Bilbao,Viajes ocasionales,16,7945,0,Sí,2,4,2,3,3,15,3,4,3,4,3,2,Activa,,
ECU-1166,44.0,Masculino,Casado,5,Recursos humanos,14,4,Recursos humanos,Gestor de personal,2,Madrid,Viajes frecuentes,1,5743,0,Sí,3,10,7,0,2,11,3,4,1,3,3,3,Activa,,
ECU-1167,48.0,Masculino,Casado,5,Medicina,23,2,Investigación y desarrollo,Director,4,Bilbao,Viajes frecuentes,4,15202,1,No,3,2,2,2,2,25,4,4,3,2,2,3,Activa,,
ECU-1168,35.0,Masculino,Divorciado,2,Medicina,7,6,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,15,5440,2,Sí,2,2,2,2,2,14,1,4,1,4,1,2,Finalizada,Voluntaria,Dimisión
ECU-1169,24.0,Femenino,Soltero,1,Grado técnico,6,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,3760,0,Sí,2,6,3,1,3,13,3,4,1,3,3,3,Activa,,
ECU-1170,27.0,Femenino,Casado,3,Medicina,5,7,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,8,3517,0,No,0,3,2,0,2,17,3,3,2,1,4,3,Activa,,
ECU-1171,27.0,Masculino,Soltero,3,Medicina,6,2,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,2580,0,No,0,4,2,1,2,13,3,4,4,3,3,2,Activa,,
ECU-1172,40.0,Masculino,Soltero,3,Ciencias de la vida,10,3,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,7,2166,0,Sí,3,4,2,0,3,14,3,1,1,2,3,1,Finalizada,Voluntaria,Dimisión
ECU-1173,29.0,Masculino,Soltero,3,Medicina,8,9,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,10,5869,0,No,2,5,2,1,4,11,3,3,3,3,2,3,Activa,,
ECU-1174,36.0,Femenino,Casado,4,Ciencias de la vida,9,4,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,5,8008,2,No,6,3,2,0,2,12,3,1,2,3,3,3,Activa,,
ECU-1175,25.0,Masculino,Divorciado,1,Ciencias de la vida,7,1,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,2,5206,2,No,6,7,7,0,7,17,3,3,4,3,4,3,Activa,,
ECU-1176,39.0,Masculino,Casado,3,Medicina,7,4,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,12,5295,0,No,3,5,4,1,0,21,4,2,4,3,3,3,Activa,,
ECU-1177,49.0,Femenino,Casado,4,Otras,27,3,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,22,16413,2,No,2,4,2,1,2,16,3,2,1,2,3,3,Activa,,
ECU-1178,50.0,Femenino,Divorciado,5,Ciencias de la vida,19,5,Investigación y desarrollo,Director de investigación,3,Barcelona,Viajes ocasionales,17,13269,3,No,3,14,11,1,11,15,3,1,4,3,2,3,Activa,,
ECU-1179,20.0,Femenino,Soltero,3,Medicina,2,1,Ventas,Representante de ventas,1,Bilbao,Viajes ocasionales,2,2783,0,No,3,2,2,2,2,19,3,3,3,1,3,3,Activa,,
ECU-1180,34.0,Femenino,Divorciado,3,Ciencias de la vida,11,1,Investigación y desarrollo,Investigador,2,Barcelona,Viajes ocasionales,3,5433,1,No,2,11,8,7,9,12,3,2,4,3,3,3,Activa,,
ECU-1181,36.0,Masculino,Soltero,3,Ciencias de la vida,15,2,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,7,2013,0,No,4,4,3,1,3,11,3,2,1,3,3,3,Activa,,
ECU-1182,49.0,Femenino,Casado,1,Ciencias de la vida,30,2,Investigación y desarrollo,Representante sanitario,4,Madrid,Viajes ocasionales,6,13966,1,Sí,3,15,11,2,12,19,3,3,3,2,2,3,Activa,,
ECU-1183,36.0,Femenino,Casado,4,Medicina,4,0,Investigación y desarrollo,Director de fabricación,2,Madrid,Sin desplazamientos,1,4374,0,No,6,3,2,1,2,15,3,3,4,3,2,3,Activa,,
ECU-1184,36.0,Masculino,Divorciado,2,Ciencias de la vida,13,6,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes ocasionales,3,6842,1,No,3,5,4,0,4,20,4,1,4,1,4,3,Activa,,
ECU-1185,54.0,Femenino,Casado,5,Medicina,36,3,Investigación y desarrollo,Director,4,Bilbao,Viajes ocasionales,22,17426,1,No,6,10,8,4,7,25,4,3,2,3,3,3,Activa,,
ECU-1186,43.0,Masculino,Casado,2,Ciencias de la vida,14,1,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,15,17603,1,No,3,14,10,6,11,24,4,3,3,1,2,3,Activa,,
ECU-1187,35.0,Masculino,Soltero,4,Otras,13,3,Ventas,Ejecutivo de ventas,2,Madrid,Viajes frecuentes,12,4581,0,Sí,2,11,9,6,7,24,4,4,4,1,3,4,Finalizada,Voluntaria,Dimisión
ECU-1188,38.0,Masculino,Casado,3,Ciencias de la vida,19,7,Investigación y desarrollo,Investigador,2,Bilbao,Viajes frecuentes,1,4735,2,No,4,13,11,2,9,15,3,4,4,4,3,4,Activa,,
ECU-1189,29.0,Masculino,Divorciado,3,Medicina,10,1,Ventas,Ejecutivo de ventas,2,Madrid,Viajes ocasionales,5,4187,1,Sí,3,10,0,0,9,13,3,2,1,2,2,2,Activa,,
ECU-1190,33.0,Masculino,Divorciado,4,Medicina,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,5505,2,No,5,6,2,0,4,14,3,4,4,3,3,3,Activa,,
ECU-1191,32.0,Masculino,Divorciado,3,Medicina,10,0,Investigación y desarrollo,Investigador,2,Bilbao,Viajes ocasionales,2,5470,2,No,4,9,5,1,6,13,3,2,4,3,3,2,Activa,,
ECU-1192,31.0,Femenino,Casado,4,Ciencias de la vida,10,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,5,5476,2,No,2,10,0,0,2,11,3,4,1,1,3,3,Activa,,
ECU-1193,49.0,Femenino,Divorciado,3,Medicina,17,4,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,16,2587,1,Sí,2,2,2,2,2,16,3,1,4,2,3,2,Activa,,
ECU-1194,38.0,Femenino,Soltero,3,Medicina,4,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes frecuentes,2,2440,0,No,3,4,3,3,3,22,4,2,4,2,2,3,Activa,,
ECU-1195,47.0,Femenino,Divorciado,4,Ciencias de la vida,29,6,Ventas,Director,4,Madrid,Viajes ocasionales,2,15972,3,No,2,3,2,1,2,14,3,2,2,3,4,3,Activa,,
ECU-1196,49.0,Masculino,Soltero,3,Ciencias de la vida,23,4,Investigación y desarrollo,Director,4,Madrid,Viajes ocasionales,1,15379,0,No,2,8,7,0,0,14,3,3,3,1,3,3,Activa,,
ECU-1197,41.0,Masculino,Soltero,2,Ciencias de la vida,21,3,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,23,7082,0,Sí,2,2,0,0,2,16,3,3,4,4,3,3,Activa,,
ECU-1198,20.0,Masculino,Soltero,1,Ciencias de la vida,2,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,9,2728,0,No,3,2,2,0,2,11,3,1,4,1,3,3,Activa,,
ECU-1199,33.0,Femenino,Divorciado,3,Ciencias de la vida,7,1,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,16,5368,1,Sí,2,6,5,1,2,25,4,4,3,3,3,3,Activa,,
ECU-1200,36.0,Masculino,Casado,4,Ciencias de la vida,10,6,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,26,5347,2,No,2,3,2,0,2,14,3,3,1,2,3,2,Activa,,
ECU-1201,44.0,Femenino,Divorciado,3,Ciencias de la vida,8,4,Recursos humanos,Gestor de personal,1,Madrid,Viajes ocasionales,1,3195,3,Sí,2,2,2,2,2,18,3,4,3,1,3,3,Activa,,
ECU-1202,23.0,Masculino,Soltero,1,Medicina,5,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,8,3989,0,Sí,2,5,4,1,2,11,3,3,4,1,2,3,Finalizada,Voluntaria,Dimisión
ECU-1203,38.0,Femenino,Casado,2,Medicina,7,7,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,4,3306,1,No,5,0,0,0,0,19,3,3,4,4,3,2,Activa,,
ECU-1204,53.0,Masculino,Casado,4,Medicina,11,3,Investigación y desarrollo,Representante sanitario,3,Bilbao,Viajes ocasionales,24,7005,0,No,2,4,3,1,2,15,3,4,2,3,4,3,Activa,,
ECU-1205,48.0,Femenino,Casado,2,Medicina,19,2,Ventas,Representante de ventas,1,Bilbao,Viajes frecuentes,7,2655,2,Sí,3,9,7,7,7,11,3,3,4,3,3,3,Finalizada,Voluntaria,Dimisión
ECU-1206,32.0,Masculino,Soltero,4,Ciencias de la vida,1,1,Investigación y desarrollo,Técnico de laboratorio,1,Barcelona,Viajes ocasionales,2,1393,0,No,2,1,0,0,0,12,3,2,4,1,3,3,Finalizada,Voluntaria,Dimisión
ECU-1207,26.0,Masculino,Soltero,3,Medicina,7,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Sin desplazamientos,7,2570,0,No,5,7,7,5,7,20,4,4,4,3,3,3,Activa,,
ECU-1208,55.0,Masculino,Divorciado,3,Grado técnico,8,5,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,22,3537,1,No,1,4,2,1,2,12,3,2,1,4,2,3,Activa,,
ECU-1209,34.0,Masculino,Casado,2,Medicina,15,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Viajes ocasionales,5,3986,1,No,3,15,10,4,13,14,3,4,2,3,2,4,Activa,,
ECU-1210,60.0,Masculino,Divorciado,4,Medicina,19,3,Investigación y desarrollo,Representante sanitario,3,Madrid,Viajes ocasionales,1,10883,1,No,2,1,0,0,0,20,4,4,3,3,1,4,Activa,,
ECU-1211,33.0,Masculino,Casado,3,Medicina,14,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,21,2028,3,No,6,14,11,2,13,18,3,2,2,4,4,3,Activa,,
ECU-1212,37.0,Masculino,Divorciado,4,Medicina,6,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes frecuentes,1,9525,2,No,2,6,3,1,3,14,3,4,3,3,1,2,Activa,,
ECU-1213,34.0,Femenino,Casado,3,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Madrid,Viajes ocasionales,19,2929,0,No,3,10,9,8,7,12,3,4,2,2,2,3,Activa,,
ECU-1214,23.0,Masculino,Divorciado,3,Ciencias de la vida,3,1,Ventas,Representante de ventas,1,Madrid,Viajes ocasionales,7,2275,1,Sí,2,3,2,0,2,21,4,4,3,2,3,3,Finalizada,Voluntaria,Dimisión
ECU-1215,44.0,Femenino,Casado,3,Ciencias de la vida,9,1,Investigación y desarrollo,Representante sanitario,3,Barcelona,Viajes ocasionales,2,7879,1,Sí,2,8,7,6,7,19,3,4,3,2,4,3,Activa,,
ECU-1216,35.0,Masculino,Soltero,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,4930,0,Sí,2,5,4,1,4,14,3,4,1,3,2,4,Activa,,
ECU-1217,43.0,Masculino,Casado,3,Medicina,10,1,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,2,7847,1,Sí,3,10,9,8,8,17,3,4,4,1,3,3,Activa,,
ECU-1218,24.0,Masculino,Casado,3,Medicina,5,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,9,4401,1,No,1,5,3,0,4,16,3,3,3,4,4,3,Activa,,
ECU-1219,41.0,Masculino,Soltero,3,Marketing,10,1,Ventas,Ejecutivo de ventas,3,Barcelona,Viajes ocasionales,6,9241,0,No,3,10,8,8,7,12,3,3,4,2,3,3,Activa,,
ECU-1220,29.0,Femenino,Casado,4,Medicina,9,9,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,9,2974,1,No,2,5,3,1,2,17,3,3,4,3,3,3,Activa,,
ECU-1221,36.0,Femenino,Soltero,4,Ciencias de la vida,17,3,Ventas,Representante de ventas,2,Bilbao,Viajes ocasionales,2,4502,0,No,2,13,7,6,7,15,3,4,3,3,3,2,Activa,,
ECU-1222,45.0,Masculino,Casado,1,Ciencias de la vida,25,3,Investigación y desarrollo,Representante sanitario,3,Bilbao,Sin desplazamientos,1,10748,1,No,3,23,15,14,4,23,4,3,3,4,2,2,Activa,,
ECU-1223,24.0,Masculino,Casado,1,Recursos humanos,1,1,Recursos humanos,Gestor de personal,1,Bilbao,Viajes ocasionales,22,1555,1,No,2,1,0,0,0,11,3,3,4,3,1,3,Finalizada,Voluntaria,Dimisión
ECU-1224,47.0,Masculino,Casado,3,Ciencias de la vida,25,7,Ventas,Ejecutivo de ventas,4,Bilbao,Viajes frecuentes,9,12936,0,No,3,23,5,14,10,11,3,3,3,3,1,1,Finalizada,Voluntaria,Dimisión
ECU-1225,26.0,Masculino,Casado,4,Medicina,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,17,2305,3,No,3,3,2,0,2,15,3,3,4,3,1,4,Activa,,
ECU-1226,45.0,Femenino,Soltero,2,Grado técnico,21,1,Investigación y desarrollo,Director de investigación,4,Bilbao,Viajes ocasionales,28,16704,0,No,2,21,6,8,6,11,3,2,4,3,2,3,Activa,,
ECU-1227,32.0,Masculino,Casado,3,Ciencias de la vida,10,6,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,10,3433,1,No,3,5,2,1,3,13,3,3,1,1,3,2,Activa,,
ECU-1228,31.0,Masculino,Casado,4,Ciencias de la vida,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,2,3477,1,No,2,5,2,0,3,14,3,3,2,4,3,4,Activa,,
ECU-1229,41.0,Masculino,Casado,3,Recursos humanos,10,6,Recursos humanos,Gestor de personal,2,Bilbao,Sin desplazamientos,4,6430,1,No,4,3,2,1,2,19,3,2,3,2,1,3,Activa,,
ECU-1230,40.0,Femenino,Casado,2,Ciencias de la vida,18,2,Investigación y desarrollo,Director de fabricación,2,Barcelona,Viajes ocasionales,8,6516,1,Sí,3,1,0,0,0,16,3,1,2,2,3,3,Activa,,
ECU-1231,24.0,Masculino,Divorciado,1,Medicina,6,1,Investigación y desarrollo,Técnico de laboratorio,1,Bilbao,Viajes ocasionales,29,3907,3,No,2,6,2,1,2,13,3,1,2,2,3,4,Activa,,
ECU-1232,46.0,Masculino,Soltero,4,Ciencias de la vida,19,6,Investigación y desarrollo,Representante sanitario,2,Bilbao,Viajes ocasionales,13,5562,0,No,3,10,7,0,9,14,3,2,3,4,3,3,Activa,,
ECU-1233,35.0,Masculino,Casado,4,Ciencias de la vida,17,2,Investigación y desarrollo,Director de fabricación,2,Madrid,Viajes ocasionales,27,6883,1,No,3,7,7,0,7,16,3,3,4,2,3,3,Activa,,
ECU-1234,30.0,Masculino,Casado,1,Ciencias de la vida,10,1,Investigación y desarrollo,Investigador,1,Bilbao,Viajes ocasionales,16,2862,1,No,2,10,0,0,8,12,3,4,2,2,3,2,Activa,,
ECU-1235,47.0,Masculino,Casado,4,Marketing,4,7,Ventas,Ejecutivo de ventas,2,Bilbao,Sin desplazamientos,2,4978,1,No,3,1,0,0,0,11,3,2,3,4,3,1,Activa,,
ECU-1236,46.0,Masculino,Divorciado,3,Ciencias de la vida,13,4,Ventas,Ejecutivo de ventas,3,Madrid,Viajes ocasionales,2,10368,1,Sí,5,10,6,0,3,12,3,4,3,2,3,2,Activa,,
ECU-1237,36.0,Masculino,Divorciado,5,Marketing,16,5,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,13,6134,3,Sí,3,2,2,2,2,13,3,1,2,2,2,3,Finalizada,Voluntaria,Dimisión
ECU-1238,32.0,Masculino,Soltero,2,Ciencias de la vida,10,6,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,1,6735,0,No,2,0,0,0,0,15,3,2,1,2,1,3,Finalizada,Voluntaria,Dimisión
ECU-1239,23.0,Femenino,Soltero,1,Medicina,3,1,Investigación y desarrollo,Técnico de laboratorio,1,Madrid,Viajes ocasionales,4,3295,0,No,3,3,2,1,2,13,3,2,3,3,3,1,Activa,,
ECU-1240,31.0,Femenino,Soltero,1,Grado técnico,9,2,Investigación y desarrollo,Director de fabricación,2,Bilbao,Viajes frecuentes,24,5238,0,No,3,5,4,1,4,20,4,4,4,4,3,2,Activa,,
ECU-1241,39.0,Masculino,Casado,3,Ciencias de la vida,9,1,Investigación y desarrollo,Técnico de laboratorio,2,Bilbao,Sin desplazamientos,1,6472,1,Sí,2,9,8,5,8,15,3,4,4,4,3,3,Activa,,
ECU-1242,32.0,Masculino,Casado,3,Ciencias de la vida,10,3,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,19,9610,1,No,2,4,3,0,2,13,3,3,4,3,1,1,Activa,,
ECU-1243,40.0,Masculino,Soltero,4,Medicina,21,1,Ventas,Director,5,Madrid,Viajes ocasionales,7,19833,0,No,3,21,8,12,8,14,3,2,2,2,3,2,Activa,,
ECU-1244,45.0,Femenino,Casado,3,Ciencias de la vida,9,4,Recursos humanos,Gestor de personal,3,Barcelona,Viajes ocasionales,4,9756,2,No,2,5,0,0,3,21,4,3,3,3,1,4,Activa,,
ECU-1245,30.0,Femenino,Soltero,4,Grado técnico,10,0,Investigación y desarrollo,Investigador,1,Bilbao,Viajes frecuentes,2,4968,0,No,2,9,7,0,7,16,3,1,4,4,2,3,Activa,,
ECU-1246,24.0,Masculino,Casado,3,Medicina,3,0,Recursos humanos,Gestor de personal,1,Madrid,Viajes frecuentes,10,2145,1,No,2,2,2,2,1,14,3,4,1,4,3,3,Activa,,
ECU-1247,30.0,Femenino,Divorciado,3,Recursos humanos,6,6,Recursos humanos,Gestor de personal,1,Bilbao,Viajes frecuentes,8,2180,1,No,0,4,2,1,2,11,1,4,3,3,2,2,Finalizada,Voluntaria,Dimisión
ECU-1248,31.0,Masculino,Casado,3,Grado técnico,6,1,Ventas,Ejecutivo de ventas,2,Barcelona,Viajes ocasionales,5,8346,1,No,3,5,2,0,2,19,3,3,1,3,3,3,Activa,,
ECU-1249,27.0,Femenino,Soltero,3,Medicina,6,1,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,8,3445,0,No,5,6,2,1,4,11,3,4,3,3,3,2,Activa,,
ECU-1250,29.0,Femenino,Soltero,3,Marketing,2,1,Ventas,Representante de ventas,1,Barcelona,Viajes ocasionales,9,2760,0,No,3,2,2,2,2,13,3,2,2,3,1,3,Finalizada,Voluntaria,Dimisión
ECU-1251,29.0,Masculino,Soltero,3,Ciencias de la vida,10,8,Investigación y desarrollo,Representante sanitario,2,Madrid,Viajes frecuentes,1,6294,0,Sí,5,3,2,0,2,12,3,3,4,4,4,4,Activa,,
ECU-1252,30.0,Masculino,Divorciado,2,Marketing,12,2,Ventas,Ejecutivo de ventas,3,Bilbao,Viajes ocasionales,15,7140,1,No,2,7,7,1,7,11,3,1,3,1,2,3,Activa,,
ECU-1253,34.0,Masculino,Casado,4,Medicina,6,0,Investigación y desarrollo,Investigador,1,Barcelona,Viajes ocasionales,2,2932,3,Sí,3,5,0,1,2,14,3,4,4,1,4,3,Activa,,
ECU-1254,33.0,Femenino,Soltero,3,Marketing,13,8,Ventas,Ejecutivo de ventas,2,Barcelona,Sin desplazamientos,2,5147,0,No,2,11,7,1,7,15,3,2,4,4,3,2,Activa,,
ECU-1255,49.0,Femenino,Soltero,4,Marketing,8,3,Ventas,Ejecutivo de ventas,2,Bilbao,Viajes ocasionales,11,4507,0,No,1,5,1,0,4,12,3,4,4,3,3,4,Activa,,
